name;master;sign;tel_punto_vendita;indirizzo;ac;ea;ea7;aj;aju;casa;ga;fiori;dolci;occhiali;orologi_gioielli;cosmetics;libri;tipo_store_macro;tipo_store;nazione_iso_3166;localita;tipo_rapporto;data_apertura;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI MACAU;A3XN0A;EMPORIO ARMANI;853-2875-3006;SHOP G32 & G33, ONE CENTRAL SHOPP.MALL, SEC. A-R/C AV. DE SAGRES,AV. DO DR. SUN YAT SEN LOT B  BLOCK B ZONE B NAPE;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;MACAO;MACAU;RETAILER;20091202;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI CHONGQING;A4MZ01;EMPORIO ARMANI;86-23-63825832;SHOP 108 & 210, CHONGQING TIMES SQUARE, NO. 100 ZOURONG ROAD, YUZHONG DISTRICT, CHONGQING;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;CHONGQING;RETAILER;20041224;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI SHENZHEN;A4MZ02;EMPORIO ARMANI;86-755-82691386;SHOP 121 & 125, 1/F, MIXC-SHENZHEN CITY CROSSING, NO.1881 BAOAN SOUTH ROAD, LUO HU DISTRICT, SHENZHEN, GUANGDONG;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;SHENZHEN;RETAILER;20060922;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI CHENGDU;A4MZ03;EMPORIO ARMANI;86-28-86200828;SHOP 106, MAISON MODE LESSIN DEPARTMENT STORE, NO.18, SECTION 2, RENMIN SOUTH ROAD, JINJIANG DISTRICT, SICHUAN,;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;CHENGDU;RETAILER;20070601;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI KUNMING;A4MZ06;EMPORIO ARMANI;86-871-3122910;SHOP  F3, 1/F, GINGKO DEPARTMENT STORE (HUI DU STORE), NO. 131 BAI TA ROAD, PAN LONG DISTRICT, KUNMING, YUNAN;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;KUNMING;RETAILER;20080525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI URUMQI;A4MZ08;EMPORIO ARMANI;86-991-6999148;SHOP S-102 &S-103, 1/F, MAISON MODE URUMQI, PEDESTRIAN WALKWAY, NO. 589 YOU HAO ROAD NORTH, SHAYIBAKE DIST.XINJIANG;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;URUMQI;RETAILER;20080926;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI CHENGDU;A4MZ17;EMPORIO ARMANI;86-28-61500621;SHOP A07, RENHE SPRING DEPARTMENT STORE, A TOWER OF NO.19 SECTION OF SECOND CIRCLE WEST ROAD, CHENGDU, SICHUAN;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;CHENGDU;RETAILER;20100514;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI CHONGQING;A4MZ19;EMPORIO ARMANI;86-23-67715053;SHOP L132, STARLIGHT 68 INTERNATIONAL LUXURY BRANDS, NO. 68JIANXIN ROAD NORTH, JIANGBEI DISTRICT;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;CHONGQING;RETAILER;20101028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI KUNMING;A4MZ1A;EMPORIO ARMANI;86-871-5747668;SHOP F-1005, 1/F, GINGKO DEPARTMENT STORE 4 SHI GUANG STORE,NO. 985 BEIJING ROAD, PAN LONG DIST, KUNMING, YUNAN;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;KUNMING;RETAILER;20100903;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI HARBIN;A4MZ1B;EMPORIO ARMANI;86-451-87737458;SHOP 1106 & 1107, 1/F, HARBIN CHARTER TIMES SQUARE DEPARTMENT STORE, NO. 106 ANLONG STREET,DAOLI DIST.HEILONGJIANG;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;HARBIN;RETAILER;20101106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI GUANGZHOU;A4MZ1C;EMPORIO ARMANI;86-20-38682515;SHOP L-116, 1/F, TAIKOO HUI SHOPPING MALL, NO.383 TIANHE ROAD, TIANHE DISTRICT, GUANGZHOU, GUANGDONG;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;GUANGZHOU;RETAILER;20110812;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI NANNING;A4MZ1D;EMPORIO ARMANI;86-771-2863631;SHOP L102, 1/F, DREAM ISLAND SHOPPING CENTER GUCHENG BRANCH,NO. 5 GUCHENG ROAD, QING XIU DISTRICT, NANNING;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;NANNING;RETAILER;20101210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI HARBIN;A4MZ1I;EMPORIO ARMANI;86-451-87157501;SHOP 1G02, QIULIN INTERNATIONAL SHOPPING CENTER, NO.320 DAZHI STREET EAST, NANGANG DISTRICT, HARBIN, HEILONGJIANG;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;HARBIN;RETAILER;20110428;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI GUANGZHOU;A4MZ21;EMPORIO ARMANI;86-20-83172291;SHOP 113 & 219, LEVEL 1 & LEVEL 2, LA PERLE, 367 HUAN SHI EAST ROAD, YUEXIU DISTRICT, GUANGZHOU, GUANGDONG;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;GUANGZHOU;RETAILER;20121026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI NANNING;A4MZ28;EMPORIO ARMANI;86-771-5824713;SHOP 120, 1/F, THE MIXC NANNING. NO.136,QINGXIU ROAD, QINGXIU DISTRICT;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;NANNING;RETAILER;20121101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI XIAN;A4MZ2C;EMPORIO ARMANI;86-29-87651923;STORE 1A-03, SCITECH MODERN CAPITAL PCD, NO.88 NANGUAN STREET, BEILIN DISTRICT, SHAANXI;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;XIAN;RETAILER;20130501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI CHENGDU;A4MZ2U;EMPORIO ARMANI;;SHOP NO. L109, LEVEL 1 AND SHOP NO.209, LEVEL 2, CHENGDU INTERNATIONAL FINANCE SQUARE, HONG XING ROAD;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;CHENGDU;RETAILER;20131201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI HAIKOU;A4MZ2V;EMPORIO ARMANI;;SHOP NOS. G1&G2, LEVEL 1, HAIKOU THE PALM PLAZA, 107 BINHAIAVENUE;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;HAIKOU;RETAILER;20131201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI MANAMA;A54K01;EMPORIO ARMANI;;MODA MALL, WORLD TRADE CENTER;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;BAHRAIN;MANAMA;RETAILER;20081020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI DOHA;AFNF02;EMPORIO ARMANI;;THE PEARL, PORTO ARABIA, PARCEL 5;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;QATAR;DOHA;RETAILER;20090212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI DUBAI;AFSZ01;EMPORIO ARMANI;+971 4216147;P.O. BOX 831, DUBAI INTERNATIONAL AIRPORT;0;1;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;UNITED ARAB EMIRATES;DUBAI;RETAILER;20080901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI YEREVAN;AFVL01;EMPORIO ARMANI;+374 (10) 529908;NORTHERN AVE.;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;ARMENIA;YEREVAN;RETAILER;20080909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI SORRENTO;AGB601;EMPORIO ARMANI;081-8781779;CORSO ITALIA 160/162;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;ITALY;SORRENTO;RETAILER;19820101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI BANGKOK;AIQN01;EMPORIO ARMANI;662-656-1134;UNIT GF-10, GAYSORN PLAZA, 999 PLOENCHIT ROAD;0;1;0;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;THAILAND;BANGKOK;RETAILER;20030201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI BANGKOK;AIQN03;EMPORIO ARMANI;662-610-9990-2;ROOM 101, 1ST FLOOR, SIAM PARAGON SHOPPING CENTER, 991 RAMAI RD, PATHUMWAN;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;THAILAND;BANGKOK;RETAILER;20060314;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI BEIRUT;AJMX06;EMPORIO ARMANI;;ALEMBY WEYGAND STREET, GOLD SOUK, BEIRUT SOUKS, DOWNTOWN;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;LEBANON;BEIRUT;RETAILER;20111101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI AMSTERDAM;AKZY05;EMPORIO ARMANI;+31 (0) 20 410 97 81;SCHIPOL TERMINAL 3;0;1;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;NETHERLANDS;AMSTERDAM;RETAILER;20110715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI BASEL;AL4O03;EMPORIO ARMANI;0041-61-2729250;AESCHENVORSTADT 55;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;SWITZERLAND;BASEL;PROPRIETA';19930101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI HONOLULU;AL8T01;EMPORIO ARMANI;808 9312655;330 ROYAL HAWAIIAN AVENUE;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;UNITED STATES;HONOLULU;RETAILER;20080721;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI ROISSY CHARLES DE GAULLE;AM4Q01;EMPORIO ARMANI;;AIRPORT TERMINAL S3;0;1;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;FRANCE;ROISSY CHARLES DE GAULLE;RETAILER;20070626;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI ROISSY CHARLES DE GAULLE;AM4Q05;EMPORIO ARMANI;0033170038172;ROUSSY CDG AIRPORT - TERMINAL 2C;0;1;0;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;FRANCE;ROISSY CHARLES DE GAULLE;RETAILER;20090723;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI ORLY;AM4Q06;EMPORIO ARMANI;0033.1.74.22.04.83;AEROPORT ORLY SUD;0;1;0;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;FRANCE;ORLY;RETAILER;20091015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI ULAANBAATAR CITY;AO8401;EMPORIO ARMANI;976-7744-6666;ULAANBAATAR CITY ,SUKHBAATAR DISTRICT, 8TH KHOROO, SUKHBAATAR SQUARE-2, CENTRAL TOWER, LEVEL 1;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;MONGOLIA;ULAANBAATAR CITY;RETAILER;20100419;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI NICE;AQNL01;EMPORIO ARMANI;04 89 98 51 62;AEROPORT NICE COTE D'AZUR, SOUS-SOL TERMINAL 2;0;1;0;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;FRANCE;NICE;RETAILER;20100901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI AMSTERDAM;AQNP01;EMPORIO ARMANI;0031-20-4711121;P.C. HOOFTSTRAAT 39/41;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;NETHERLANDS;AMSTERDAM;RETAILER;19970901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI ROTTERDAM;AQNP04;EMPORIO ARMANI;0031 10 4048842;OUDE BINNENWEG 137;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;NETHERLANDS;ROTTERDAM;RETAILER;20090815;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI SHANGHAI;AQP901;EMPORIO ARMANI;86-189-3035-3261;SHOP 4-8-A-16, DOMESTIC DEPARTURE, TERMINAL 2, WING 4, SHANGHAI HONGQIAO INTL AIRPORT;0;1;0;0;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;SHANGHAI;RETAILER;20100316;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI CHENGDU;AQP902;EMPORIO ARMANI;86-28-8520-7151;SHOP E-R-7, TERMINAL 2 BUILDING, SOUTH OF CHENGDU SHUANGLIUAIRPORT, SICHUAN PROVINCE;0;1;0;0;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;CHENGDU;RETAILER;20120729;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI HO CHI MINH CITY;AQQZ01;EMPORIO ARMANI;84-8-3824-7057;UNIT M14, VINCOM CENTER,70-72, LE THANH TON ST., DIST. 1;0;1;0;0;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;VIETNAM;HO CHI MINH CITY;RETAILER;20100430;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI BEOGRAD;AQRI01;EMPORIO ARMANI;;TERAZIJE 28;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;SERBIA AND MONTENEGRO;BEOGRAD;RETAILER;20100820;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI MEXICO CITY;AQRO01;EMPORIO ARMANI;5530005100;C.C. ANTARA-EJERCITO NACIONAL 843-B LOC B115-COL. GRANADA-DEL. M.HIDALGO;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;MEXICO;MEXICO CITY;RETAILER;20100917;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI SANTA FE;AQRO04;EMPORIO ARMANI;;CENTRO COMERCOAL SANTA FE  AV. VASCO DE QUIROGA;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;MEXICO;SANTA FE;RETAILER;20130301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI PUEBLA;AQRO05;EMPORIO ARMANI;;CENTRO COMERCIAL ANGELOPOLIS BLVD DEL NINO POBLANO 2510 COLCONCEPCION DE LA CRUZ;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;MEXICO;PUEBLA;RETAILER;20110831;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI MONTERREY;AQRO07;EMPORIO ARMANI;;CENTRO COMERCIAL SAN PEDRO;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;MEXICO;MONTERREY;RETAILER;20120901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI CANCUN;AQRO08;EMPORIO ARMANI;30005100;CENTRO COMERCIAL LA ISLA CANCUN, QUINTANA ROO;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;MEXICO;CANCUN;RETAILER;20130201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI MARBELLA;AREF02;EMPORIO ARMANI;0034-95-2810932;MUELLE RIBERA, LOCAL 18 PUERTO BANUS;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;SPAIN;MARBELLA;PROPRIETA';19940709;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPORIO ARMANI BARCELONA;AREF06;EMPORIO ARMANI;;PASEO DE GRACIA 6;0;1;1;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;SPAIN;BARCELONA;PROPRIETA';20110729;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
